ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Achang-1_sky-1,Achang-1-2,Achang,1_sky,mau³⁴ kʰoŋ³²,mau³⁴ kʰoŋ³²,m au ³⁴ + kʰ o ŋ ³²,,Mann1998,1 2,,^ m au ³⁴ + kʰ o ŋ ³² $,default
Bela-1_sky-1,Bela-1,Bela,1_sky,mau⁵²,mau⁵²,m au ⁵²,,Mann1998,1,,^ m au ⁵² $,default
Lashi-1_sky-1,Lashi-1-2,Lashi,1_sky,mau³ kʰoŋ³¹,mau³ kʰoŋ³¹,m au ³ + kʰ o ŋ ³¹,,Mann1998,1 2,,^ m au ³ + kʰ o ŋ ³¹ $,default
Maru-1_sky-1,Maru-1-2,Maru,1_sky,moɂ³⁵ gauŋ⁵¹,moɂ³⁵ gauŋ⁵¹,m o ʔ ³⁵ + g au ŋ ⁵¹,,Mann1998,1 2,,^ m o ɂ ³⁵ + g au ŋ ⁵¹ $,default
Phon-1_sky-1,Phon-1,Phon,1_sky,mu³¹,mu³¹,m u ³¹,,Mann1998,1,,^ m u ³¹ $,default
WrittenBurmese-1_sky-1,WrittenBurmese-1-2,WrittenBurmese,1_sky,mui: kauŋ:,mui: kauŋ:,m u/w iː + k au ŋː/ŋ,,Mann1998,1 2,,^ m ui: + k au ŋ: $,default
Zaiwa-1_sky-1,Zaiwa-1-2,Zaiwa,1_sky,mau³ kʰuŋ⁵³,mau³ kʰuŋ⁵³,m au ³ + kʰ u ŋ ⁵³,,Mann1998,1 2,,^ m au ³ + kʰ u ŋ ⁵³ $,default
Achang-2_sun-1,Achang-3,Achang,2_sun,pui³¹,pui³¹,p u/w i ³¹,,Mann1998,3,,^ p ui ³¹ $,default
Bela-2_sun-1,Bela-3,Bela,2_sun,pui³,pui³,p u/w i ³,,Mann1998,3,,^ p ui ³ $,default
Lashi-2_sun-1,Lashi-3,Lashi,2_sun,be⁵¹,be⁵¹,b e ⁵¹,,Mann1998,3,,^ b e ⁵¹ $,default
Maru-2_sun-1,Maru-3,Maru,2_sun,ba³¹,ba³¹,b a ³¹,,Mann1998,3,,^ b a ³¹ $,default
WrittenBurmese-2_sun-1,WrittenBurmese-3,WrittenBurmese,2_sun,pauŋ:,pauŋ:,p au ŋː/ŋ,,Mann1998,3,,^ p au ŋ: $,default
Zaiwa-2_sun-1,Zaiwa-3,Zaiwa,2_sun,bui³,bui³,b u/w i ³,,Mann1998,3,,^ b ui ³ $,default
Achang-3_moon-1,Achang-4-5,Achang,3_moon,lạ⁵ mụ⁵,lạ⁵ mụ⁵,l a̰ ⁵ + m ṵ ⁵,,Mann1998,4 5,,^ l ạ ⁵ + m ụ ⁵ $,default
Bela-3_moon-1,Bela-4-5,Bela,3_moon,lẹ²³ mə⁵²,lẹ²³ mə⁵²,l ḛ ²³ + m ə ⁵²,,Mann1998,4 5,,^ l ẹ ²³ + m ə ⁵² $,default
Lashi-3_moon-1,Lashi-4-5,Lashi,3_moon,la⁵ mɔ⁵³,la⁵ mɔ⁵³,l a ⁵ + m ɔ ⁵³,,Mann1998,4 5,,^ l a ⁵ + m ɔ ⁵³ $,default
Maru-3_moon-1,Maru-4,Maru,3_moon,lọ⁴³,lọ⁴³,l o̰ ⁴³,,Mann1998,4,,^ l ọ ⁴³ $,default
Phon-3_moon-1,Phon-4,Phon,3_moon,la³¹,la³¹,l a ³¹,,Mann1998,4,,^ l a ³¹ $,default
WrittenBurmese-3_moon-1,WrittenBurmese-4,WrittenBurmese,3_moon,laˀ,laˀ,l aˀ,,Mann1998,4,,^ l aˀ $,default
Zaiwa-3_moon-1,Zaiwa-4-5,Zaiwa,3_moon,lə⁴ mɔ⁴,lə⁴ mɔ⁴,l ə ⁴ + m ɔ ⁴,,Mann1998,4 5,,^ l ə ⁴ + m ɔ ⁴ $,default
Achang-4_star-1,Achang-6,Achang,4_star,gi²,gi²,g i ²,,Mann1998,6,,^ g i ² $,default
Bela-4_star-1,Bela-6,Bela,4_star,kị³,kị³,k ḭ ³,,Mann1998,6,,^ k ị ³ $,default
Lashi-4_star-1,Lashi-6,Lashi,4_star,kị⁵³,kị⁵³,k ḭ ⁵³,,Mann1998,6,,^ k ị ⁵³ $,default
Maru-4_star-1,Maru-6,Maru,4_star,gi⁵²,gi⁵²,g i ⁵²,,Mann1998,6,,^ g i ⁵² $,default
WrittenBurmese-4_star-1,WrittenBurmese-6,WrittenBurmese,4_star,krai,krai,k r ai,,Mann1998,6,,^ k r ai $,default
Zaiwa-4_star-1,Zaiwa-6,Zaiwa,4_star,kị⁵³,kị⁵³,k ḭ ⁵³,,Mann1998,6,,^ k ị ⁵³ $,default
Achang-5_cloud-1,Achang-7,Achang,5_cloud,dʒə³²,dʒə³²,dʒ ə ³²,,Mann1998,7,,^ dʒ ə ³² $,default
Bela-5_cloud-1,Bela-7,Bela,5_cloud,tsạm³,tsạm³,ts a̰ m ³,,Mann1998,7,,^ ts ạ m ³ $,default
Lashi-5_cloud-1,Lashi-7,Lashi,5_cloud,dʒɛ⁵³,dʒɛ⁵³,dʒ ɛ ⁵³,,Mann1998,7,,^ dʒ ɛ ⁵³ $,default
Maru-5_cloud-1,Maru-7,Maru,5_cloud,dʒạm³¹,dʒạm³¹,dʒ a̰ m ³¹,,Mann1998,7,,^ dʒ ạ m ³¹ $,default
WrittenBurmese-5_cloud-1,WrittenBurmese-7,WrittenBurmese,5_cloud,tim,tim,t i m,,Mann1998,7,,^ t i m $,default
Zaiwa-5_cloud-1,Zaiwa-7,Zaiwa,5_cloud,dum⁴²,dum⁴²,d u m ⁴²,,Mann1998,7,,^ d u m ⁴² $,default
Lashi-6_mist-1,Lashi-8,Lashi,6_mist,ŋãɪ³,ŋãɪ³,ŋ ãɪ ³,,Mann1998,8,,^ ŋ ãɪ ³ $,default
Maru-6_mist-1,Maru-8-9,Maru,6_mist,ŋɪn⁴² tʃʰe⁴³,ŋɪn⁴² tʃʰe⁴³,ŋ ɪ n ⁴² + tʃʰ e ⁴³,,Mann1998,8 9,,^ ŋ ɪ n ⁴² + tʃʰ e ⁴³ $,default
WrittenBurmese-6_mist-1,WrittenBurmese-8,WrittenBurmese,6_mist,hnaŋ:,hnaŋ:,h n a ŋː/ŋ,,Mann1998,8,,^ h n a ŋ: $,default
Zaiwa-6_mist-1,Zaiwa-8,Zaiwa,6_mist,ŋạn⁵³,ŋạn⁵³,ŋ a̰ n ⁵³,,Mann1998,8,,^ ŋ ạ n ⁵³ $,default
Achang-6_mist-1,Achang-9,Achang,6_mist,dʒue⁴⁵,dʒue⁴⁵,dʒ u/w e ⁴⁵,,Mann1998,9,,^ dʒ ue ⁴⁵ $,default
Lashi-7_rain-1,Lashi-10,Lashi,7_rain,wɔ⁵¹,wɔ⁵¹,w ɔ ⁵¹,,Mann1998,10,,^ w ɔ ⁵¹ $,default
Phon-7_rain-1,Phon-10,Phon,7_rain,waɂ⁵⁵,waɂ⁵⁵,w a ʔ ⁵⁵,,Mann1998,10,,^ w a ɂ ⁵⁵ $,default
WrittenBurmese-7_rain-1,WrittenBurmese-10,WrittenBurmese,7_rain,rwa,rwa,r w a,,Mann1998,10,,^ rw a $,default
Achang-8_rainbow-1,Achang-11-12-13,Achang,8_rainbow,sai³⁵ jaŋ⁵³ kan²,sai³⁵ jaŋ⁵³ kan²,s ai ³⁵ + j a ŋ ⁵³ + k a n ²,,Mann1998,11 12 13,,^ s ai ³⁵ + j a ŋ ⁵³ + k a n ² $,default
Lashi-8_rainbow-1,Lashi-11-12,Lashi,8_rainbow,səŋ⁴³ jɔɂ³¹,səŋ⁴³ jɔɂ³¹,s ə ŋ ⁴³ + j ɔ ʔ ³¹,,Mann1998,11 12,,^ s ə ŋ ⁴³ + j ɔ ɂ ³¹ $,default
Maru-8_rainbow-1,Maru-11-12-13,Maru,8_rainbow,saŋk⁵³ ja⁴¹ gen⁴,saŋk⁵³ ja⁴¹ gen⁴,s a ŋ k ⁵³ + j a ⁴¹ + g e n ⁴,,Mann1998,11 12 13,,^ s a ŋ k ⁵³ + j a ⁴¹ + g e n ⁴ $,default
Phon-8_rainbow-1,Phon-11-12,Phon,8_rainbow,sə jʊŋ,sə jʊŋ,s ə + j ʊ ŋ,,Mann1998,11 12,,^ s ə + j ʊ ŋ $,default
WrittenBurmese-8_rainbow-1,WrittenBurmese-11,WrittenBurmese,8_rainbow,sak,sak,s a k,,Mann1998,11,,^ s a k $,default
Zaiwa-8_rainbow-1,Zaiwa-12-13,Zaiwa,8_rainbow,βʷɔɂ³² gan²,βʷɔɂ³² gan²,β w ɔ ʔ ³² + g a n ²,,Mann1998,12 13,,^ βʷ ɔ ɂ ³² + g a n ² $,default
Lashi-9_lightning-1,Lashi-14,Lashi,9_lightning,læ̣p⁵³,læ̣p⁵³,l æ̰ p ⁵³,,Mann1998,14,,^ l æ̣ p ⁵³ $,default
WrittenBurmese-9_lightning-1,WrittenBurmese-14,WrittenBurmese,9_lightning,hljap,hljap,h l j a p,,Mann1998,14,,^ h l j a p $,default
Zaiwa-9_lightning-1,Zaiwa-14,Zaiwa,9_lightning,lạp⁴,lạp⁴,l a̰ p ⁴,,Mann1998,14,,^ l ạ p ⁴ $,default
Lashi-10_thunder-1,Lashi-15,Lashi,10_thunder,guɛm³,guɛm³,g u/w ɛ m ³,,Mann1998,15,,^ g uɛ m ³ $,default
WrittenBurmese-10_thunder-1,WrittenBurmese-15,WrittenBurmese,10_thunder,krui:,krui:,k r u/w iː,,Mann1998,15,,^ k r ui: $,default
Zaiwa-10_thunder-1,Zaiwa-15,Zaiwa,10_thunder,gum⁵³,gum⁵³,g u m ⁵³,,Mann1998,15,,^ g u m ⁵³ $,default
Achang-11_shadow-1,Achang-16,Achang,11_shadow,jæt²¹,jæt²¹,j æ t ²¹,,Mann1998,16,,^ j æ t ²¹ $,default
Lashi-11_shadow-1,Lashi-16-17,Lashi,11_shadow,jø̣p³ paŋ⁵³,jø̣p³ paŋ⁵³,j ø p ³ + p a ŋ ⁵³,,Mann1998,16 17,,^ j ø̣ p ³ + p a ŋ ⁵³ $,default
WrittenBurmese-11_shadow-1,WrittenBurmese-16,WrittenBurmese,11_shadow,rip,rip,r i p,,Mann1998,16,,^ r i p $,default
Zaiwa-11_shadow-1,Zaiwa-16,Zaiwa,11_shadow,vʊp³,vʊp³,v ʊ p ³,,Mann1998,16,,^ v ʊ p ³ $,default
Maru-11_shadow-1,Maru-17,Maru,11_shadow,baɂ²¹,baɂ²¹,b a ʔ ²¹,,Mann1998,17,,^ b a ɂ ²¹ $,default
Achang-12_night-1,Achang-18,Achang,12_night,njɛn³⁵,njɛn³⁵,n j ɛ n ³⁵,,Mann1998,18,,^ n j ɛ n ³⁵ $,default
Bela-12_night-1,Bela-18,Bela,12_night,mjan²³,mjan²³,m j a n ²³,,Mann1998,18,,^ m j a n ²³ $,default
Lashi-12_night-1,Lashi-18,Lashi,12_night,mjēŋ⁵,mjēŋ⁵,m j eː ŋ ⁵,,Mann1998,18,,^ m j ē ŋ ⁵ $,default
Maru-12_night-1,Maru-18,Maru,12_night,mị⁵,mị⁵,m ḭ ⁵,,Mann1998,18,,^ m ị ⁵ $,default
Phon-12_night-1,Phon-18,Phon,12_night,meɪ³¹,meɪ³¹,m eɪ ³¹,,Mann1998,18,,^ m eɪ ³¹ $,default
WrittenBurmese-12_night-1,WrittenBurmese-18,WrittenBurmese,12_night,ɲaɲˀ,ɲaɲˀ,ɲ a ɲˀ,,Mann1998,18,,^ ɲ a ɲˀ $,default
Zaiwa-12_night-1,Zaiwa-18,Zaiwa,12_night,mjɪn³⁴,mjɪn³⁴,m j ɪ n ³⁴,,Mann1998,18,,^ m j ɪ n ³⁴ $,default
Achang-13_day-1,Achang-19,Achang,13_day,njei⁴⁵,njei⁴⁵,n j ei ⁴⁵,,Mann1998,19,,^ n j ei ⁴⁵ $,default
Bela-13_day-1,Bela-19,Bela,13_day,neɂ⁵²,neɂ⁵²,n e ʔ ⁵²,,Mann1998,19,,^ n e ɂ ⁵² $,default
Lashi-13_day-1,Lashi-19,Lashi,13_day,njē⁵,njē⁵,n j eː ⁵,,Mann1998,19,,^ n j ē ⁵ $,default
Maru-13_day-1,Maru-19,Maru,13_day,na³¹,na³¹,n a ³¹,,Mann1998,19,,^ n a ³¹ $,default
Phon-13_day-1,Phon-19,Phon,13_day,ni³¹,ni³¹,n i ³¹,,Mann1998,19,,^ n i ³¹ $,default
WrittenBurmese-13_day-1,WrittenBurmese-19,WrittenBurmese,13_day,neˀ,neˀ,n eˀ,,Mann1998,19,,^ n eˀ $,default
Zaiwa-13_day-1,Zaiwa-19,Zaiwa,13_day,ni⁴⁵,ni⁴⁵,n i ⁴⁵,,Mann1998,19,,^ n i ⁴⁵ $,default
Achang-14_morning-1,Achang-20,Achang,14_morning,nap³,nap³,n a p ³,,Mann1998,20,,^ n a p ³ $,default
Bela-14_morning-1,Bela-20-21,Bela,14_morning,ne²³ kaŋ³,ne²³ kaŋ³,n e ²³ + k a ŋ ³,,Mann1998,20 21,,^ n e ²³ + k a ŋ ³ $,default
Lashi-14_morning-1,Lashi-20-21,Lashi,14_morning,næp³² gjot⁵²,næp³² gjot⁵²,n æ p ³² + g j o t ⁵²,,Mann1998,20 21,,^ n æ p ³² + g j o t ⁵² $,default
Maru-14_morning-1,Maru-20-21,Maru,14_morning,nɛɂ³² ga³¹,nɛɂ³² ga³¹,n ɛ ʔ ³² + g a ³¹,,Mann1998,20 21,,^ n ɛ ɂ ³² + g a ³¹ $,default
WrittenBurmese-14_morning-1,WrittenBurmese-20,WrittenBurmese,14_morning,nak,nak,n a k,,Mann1998,20,,^ n a k $,default
Zaiwa-14_morning-1,Zaiwa-20-21,Zaiwa,14_morning,nap³ gjɔ⁴,nap³ gjɔ⁴,n a p ³ + g j ɔ ⁴,,Mann1998,20 21,,^ n a p ³ + g j ɔ ⁴ $,default
Achang-15_noon-1,Achang-22,Achang,15_noon,kuŋ⁵¹,kuŋ⁵¹,k u ŋ ⁵¹,,Mann1998,22,,^ k u ŋ ⁵¹ $,default
Bela-15_noon-1,Bela-22,Bela,15_noon,kạ̄⁵²,kạ̄⁵²,k a̰ː ⁵²,,Mann1998,22,,^ k ạ̄ ⁵² $,default
Lashi-15_noon-1,Lashi-22,Lashi,15_noon,goŋ⁵¹,goŋ⁵¹,g o ŋ ⁵¹,,Mann1998,22,,^ g o ŋ ⁵¹ $,default
Maru-15_noon-1,Maru-22,Maru,15_noon,gau³¹,gau³¹,g au ³¹,,Mann1998,22,,^ g au ³¹ $,default
Zaiwa-15_noon-1,Zaiwa-22,Zaiwa,15_noon,guŋ⁵³,guŋ⁵³,g u ŋ ⁵³,,Mann1998,22,,^ g u ŋ ⁵³ $,default
Bela-16_yesterday-1,Bela-23-24,Bela,16_yesterday,jə²³ ɂaŋ³,jə²³ ɂaŋ³,j ə ²³ + ʔ a ŋ ³,,Mann1998,23 24,,^ j ə ²³ + ɂ a ŋ ³ $,default
Lashi-16_yesterday-1,Lashi-23-24,Lashi,16_yesterday,jɪn⁵³ ɂai²⁵,jɪn⁵³ ɂai²⁵,j ɪ n ⁵³ + ʔ ai ²⁵,,Mann1998,23 24,,^ j ɪ n ⁵³ + ɂ ai ²⁵ $,default
Maru-16_yesterday-1,Maru-23-24,Maru,16_yesterday,jɛɂ²³ ɂa³²,jɛɂ²³ ɂa³²,j ɛ ʔ ²³ + ʔ a ³²,,Mann1998,23 24,,^ j ɛ ɂ ²³ + ɂ a ³² $,default
WrittenBurmese-16_yesterday-1,WrittenBurmese-23,WrittenBurmese,16_yesterday,ja,ja,j a,,Mann1998,23,,^ j a $,default
Zaiwa-16_yesterday-1,Zaiwa-24,Zaiwa,16_yesterday,ɂə³,ɂə³,ʔ ə ³,,Mann1998,24,,^ ɂ ə ³ $,default
Achang-17_tomorrow-1,Achang-25,Achang,17_tomorrow,jɔ³¹,jɔ³¹,j ɔ ³¹,,Mann1998,25,,^ j ɔ ³¹ $,default
Lashi-17_tomorrow-1,Lashi-25,Lashi,17_tomorrow,jɔ⁴²,jɔ⁴²,j ɔ ⁴²,,Mann1998,25,,^ j ɔ ⁴² $,default
Bela-17_tomorrow-1,Bela-26,Bela,17_tomorrow,ma²³,ma²³,m a ²³,,Mann1998,26,,^ m a ²³ $,default
Maru-17_tomorrow-1,Maru-26,Maru,17_tomorrow,mɔ³⁵,mɔ³⁵,m ɔ ³⁵,,Mann1998,26,,^ m ɔ ³⁵ $,default
Zaiwa-17_tomorrow-1,Zaiwa-26,Zaiwa,17_tomorrow,ma³,ma³,m a ³,,Mann1998,26,,^ m a ³ $,default
Achang-18_year-1,Achang-27,Achang,18_year,dzan⁴²,dzan⁴²,d z a n ⁴²,,Mann1998,27,,^ d z a n ⁴² $,default
Lashi-18_year-1,Lashi-27,Lashi,18_year,tsain⁴,tsain⁴,ts ai n ⁴,,Mann1998,27,,^ ts ai n ⁴ $,default
Maru-18_year-1,Maru-27,Maru,18_year,dzɪn³¹,dzɪn³¹,d z ɪ n ³¹,,Mann1998,27,,^ d z ɪ n ³¹ $,default
Zaiwa-18_year-1,Zaiwa-27,Zaiwa,18_year,dzan⁵¹,dzan⁵¹,d z a n ⁵¹,,Mann1998,27,,^ d z a n ⁵¹ $,default
Achang-19_east-1,Achang-28-29,Achang,19_east,bui⁴² tʰuɂ⁵⁴,bui⁴² tʰuɂ⁵⁴,b u/w i ⁴² + tʰ u ʔ ⁵⁴,,Mann1998,28 29,,^ b ui ⁴² + tʰ u ɂ ⁵⁴ $,default
Bela-19_east-1,Bela-28-29,Bela,19_east,pui³ tʰau⁵²,pui³ tʰau⁵²,p u/w i ³ + tʰ au ⁵²,,Mann1998,28 29,,^ p ui ³ + tʰ au ⁵² $,default
Lashi-19_east-1,Lashi-28-29,Lashi,19_east,bø⁵³ tʰuɂ⁵²,bø⁵³ tʰuɂ⁵²,b ø ⁵³ + tʰ u ʔ ⁵²,,Mann1998,28 29,,^ b ø ⁵³ + tʰ u ɂ ⁵² $,default
Maru-19_east-1,Maru-28-29,Maru,19_east,ba³¹ tʰuk⁵,ba³¹ tʰuk⁵,b a ³¹ + tʰ u k ⁵,,Mann1998,28 29,,^ b a ³¹ + tʰ u k ⁵ $,default
Zaiwa-19_east-1,Zaiwa-28-29,Zaiwa,19_east,ba³¹ tʰɔɂ⁵,ba³¹ tʰɔɂ⁵,b a ³¹ + tʰ ɔ ʔ ⁵,,Mann1998,28 29,,^ b a ³¹ + tʰ ɔ ɂ ⁵ $,default
Achang-20_west-1,Achang-30,Achang,20_west,waŋ³¹,waŋ³¹,w a ŋ ³¹,,Mann1998,30,,^ w a ŋ ³¹ $,default
Bela-20_west-1,Bela-30,Bela,20_west,wãŋ³,wãŋ³,w ã ŋ ³,,Mann1998,30,,^ w ã ŋ ³ $,default
Lashi-20_west-1,Lashi-30,Lashi,20_west,waŋ³¹,waŋ³¹,w a ŋ ³¹,,Mann1998,30,,^ w a ŋ ³¹ $,default
Maru-20_west-1,Maru-30,Maru,20_west,wa³²,wa³²,w a ³²,,Mann1998,30,,^ w a ³² $,default
Zaiwa-20_west-1,Zaiwa-30,Zaiwa,20_west,waŋ³¹,waŋ³¹,w a ŋ ³¹,,Mann1998,30,,^ w a ŋ ³¹ $,default
Achang-21_north-1,Achang-31,Achang,21_north,dzọŋ³²,dzọŋ³²,d z o̰ ŋ ³²,,Mann1998,31,,^ d z ọ ŋ ³² $,default
Bela-21_north-1,Bela-31,Bela,21_north,tsaŋ³,tsaŋ³,ts a ŋ ³,,Mann1998,31,,^ ts a ŋ ³ $,default
Lashi-21_north-1,Lashi-31,Lashi,21_north,tsọŋ³²,tsọŋ³²,ts o̰ ŋ ³²,,Mann1998,31,,^ ts ọ ŋ ³² $,default
Achang-22_south-1,Achang-32,Achang,22_south,tị³²,tị³²,t ḭ ³²,,Mann1998,32,,^ t ị ³² $,default
Bela-22_south-1,Bela-32,Bela,22_south,pi³,pi³,p i ³,,Mann1998,32,,^ p i ³ $,default
Lashi-22_south-1,Lashi-32,Lashi,22_south,bi³²,bi³²,b i ³²,,Mann1998,32,,^ b i ³² $,default
Achang-23_water-1,Achang-33,Achang,23_water,dʒei⁴²,dʒei⁴²,dʒ ei ⁴²,,Mann1998,33,,^ dʒ ei ⁴² $,default
Phon-23_water-1,Phon-33,Phon,23_water,cʰi⁵⁵,cʰi⁵⁵,tsʰ i ⁵⁵,,Mann1998,33,,^ cʰ i ⁵⁵ $,default
WrittenBurmese-23_water-1,WrittenBurmese-33,WrittenBurmese,23_water,re,re,r e,,Mann1998,33,,^ r e $,default
Bela-23_water-1,Bela-34,Bela,23_water,ɣi³,ɣi³,ɣ i ³,,Mann1998,34,,^ ɣ i ³ $,default
Lashi-23_water-1,Lashi-34,Lashi,23_water,ge⁵¹,ge⁵¹,g e ⁵¹,,Mann1998,34,,^ g e ⁵¹ $,default
Maru-23_water-1,Maru-34,Maru,23_water,ɣit⁴,ɣit⁴,ɣ i t ⁴,,Mann1998,34,,^ ɣ i t ⁴ $,default
Zaiwa-23_water-1,Zaiwa-34,Zaiwa,23_water,ɂʊ̣t⁵,ɂʊ̣t⁵,ʔ ʊ̰ t ⁵,,Mann1998,34,,^ ɂ ʊ̣ t ⁵ $,default
Achang-24_river-1,Achang-35,Achang,24_river,laŋ³²,laŋ³²,l a ŋ ³²,,Mann1998,35,,^ l a ŋ ³² $,default
Bela-24_river-1,Bela-35,Bela,24_river,laŋ⁵²,laŋ⁵²,l a ŋ ⁵²,,Mann1998,35,,^ l a ŋ ⁵² $,default
Lashi-24_river-1,Lashi-35,Lashi,24_river,lạŋ³¹,lạŋ³¹,l a̰ ŋ ³¹,,Mann1998,35,,^ l ạ ŋ ³¹ $,default
WrittenBurmese-24_river-1,WrittenBurmese-35,WrittenBurmese,24_river,kʰyauŋ:,kʰyauŋ:,kʰ y/j ŋː/ŋ,,Mann1998,35,,^ kʰ yau ŋ: $,default
Zaiwa-24_river-1,Zaiwa-35,Zaiwa,24_river,laŋ³¹,laŋ³¹,l a ŋ ³¹,,Mann1998,35,,^ l a ŋ ³¹ $,default
Lashi-25_sea-1,Lashi-36-37,Lashi,25_sea,baŋ²³ lai³²,baŋ²³ lai³²,b a ŋ ²³ + l ai ³²,,Mann1998,36 37,,^ b a ŋ ²³ + l ai ³² $,default
Maru-25_sea-1,Maru-36-37,Maru,25_sea,baŋ³ lai³²,baŋ³ lai³²,b a ŋ ³ + l ai ³²,,Mann1998,36 37,,^ b a ŋ ³ + l ai ³² $,default
WrittenBurmese-25_sea-1,WrittenBurmese-36-37,WrittenBurmese,25_sea,paŋ lai,paŋ lai,p a ŋ + l ai,,Mann1998,36 37,,^ p a ŋ + l ai $,default
Zaiwa-25_sea-1,Zaiwa-36-37,Zaiwa,25_sea,baŋ³ lai³¹,baŋ³ lai³¹,b a ŋ ³ + l ai ³¹,,Mann1998,36 37,,^ b a ŋ ³ + l ai ³¹ $,default
Achang-26_earthorsoil-1,Achang-38,Achang,26_earthorsoil,dzɔ⁴⁵,dzɔ⁴⁵,d z ɔ ⁴⁵,,Mann1998,38,,^ d z ɔ ⁴⁵ $,default
Bela-26_earthorsoil-1,Bela-38-39,Bela,26_earthorsoil,tsai²³ mi³,tsai²³ mi³,ts ai ²³ + m i ³,,Mann1998,38 39,,^ ts ai ²³ + m i ³ $,default
